id;text
ID070;Безусловно согласен, что молодежь нам нужна. Начинайте, по итогам прошу доложить о результатах
ID070;почему выбрали именно этих руководителей?
ID070;Для принятия решения нужно обсудить вопрос с департаментом маркетинга и финансовым департаментом. На первый взгляд проект перспективный, но учитывая значительный объем инвестиций необходимо провести дополнительный анализ. Я обсужу этот вопрос с коллегами и направлю свои предложения
ID070;-
ID070;Доброе утро, ок
ID070;Предлагаю решить вопрос, не доводя до суда
ID070;На мой взгляд, лучшим кандидатом является заместитель директора. Он обладает необходимыми компетенциями и знаниями
ID070;Доброе утро. Прошу подготовить заключение
ID070;На мой взгляд, это задача Вашего подразделения. Прошу сформировать перечень и обсудить со мной
ID070;Коллеги, доброе утро. Прошу запланировать совещание по указанному факту и подготовить предложения по исправлению ситуации
ID070;-
ID070;действуйте в соответствии с протоколом.
ID070;Элена, прошу направлять мне информацию в прежнем режиме. Спасибо
ID070;Светлана, спасибо за доверие. Предлагаю так и написать. У компании есть стратегия развития, и новый руководитель продолжит дело, начатое Никитой.
ID070;Хорошо, спасибо
ID070;-
ID070;Светлана, вне зависимости от установления причин выпадения ребенка из окна, прошу оперативно связаться с родственниками ребенка и оказать необходимую помощь. В СМИ разместить информацию о том, что компания активно участвует в расследовании несчастного случая. Провести собственное служебное расследование на предмет возможной причастности кобота к данному несчастному случаю
ID070;-
ID070;Светлана, это Ваша функция. Прошу провести необходимые исследования и подготовить предложения
ID070;Максим, я не успеваю подготовить предложения по внесению изменений. Прошу перенести по-возможности срок. Я хочу подготовить качественные вопросы. Мне нужно еще немного времени.
ID070;Добрый день! Прошу обратиться к Нелли Гинзбург  
ID070;Сравнить предложения между собой достаточно сложно. Прошу провести опрос среди сотрудников об оптимальном для них формате. После этого соберемся и решим, кто будет оператором
ID070;Добрый день. Если данный перевод приведет к значительному снижению расходов компании-я не возражаю. Учитывая, что это приведет к сокращению 300 сотрудников, прошу Нелли подготовить предложения по их возможному трудоустройству
ID070;-
ID070;-
ID070;Статья интересная, спасибо. Как мы можем использовать эту информацию в нашей работе?  
ID070;Предложение интересное, и соответствует нашей стратегии. Предлагаю начать данную работу
ID070;Нужно понять, почему продажи не идут. Давайте соберем обратную связь от покупателей. Возможно - большой вес, возможно что-то еще.
ID070;Добрый день! Проблемы: 1. Замедление продаж домашних коботов 2. Убыток по направлению кобот Space 3. Увеличение числа ремонтов оборудования Этапы проекта: 1. Провести аудит текущих расходов 2. Оценить перспективы спроса, рассчитать долю рынка 3. собрать обратную связь от потребителей 4. провести аудит процессов и при необходимости внести изменения 5. рассмотреть возможность об изменении параметров продукции Относительно ремонтов оборудования проведу необходимую встречу с заинтересованными руководителями и приму соответствующие управленческие решения
ID070;Добрый день! Спасибо за предложение. Наш вариант - для членства всех сотрудников. Надеюсь, успели со скидкой   
ID070;-
ID070;Добрый день! Спасибо за пожелания! Я не подведу компанию, и сделаю все, чтобы ранее принятая стратегия была реализована в установленные сроки  
ID070;Безусловно, обмен опытом и получение новых знаний - залог успеха. Мы будем продолжать то, что было ранее. Из тем было бы интересен опыт очеловечевания коботов
ID070;Добрый день! Хорошая статья. Я бы добавил, что игрушка еще и безопасная   
ID070;Прошу внести изменения: Оставить встречу с топ-менеджерами. В случае подтверждения пересечения по времени, на форум в Казань направить директора по стратегии. Если будет возможность, то с обучения в Стенфорде прилететь на конференцию Control under control. Если нет - запросить материалы конференции. Встреча с Президентом - в приоритете. Вопрос об участии в Форуме решим после уточнения времени. В любом случае на большей части форума присутствую. Что касается внутренних встреч - прошу собрать руководителей департаментов для обсуждения вопросов для внесения в законодательство. Было поручение Председателя Совета Директоров. Нужно обсудить и направить наши предложения
ID072;Добрый день! Спасибо за доверие)
ID072;Элена, добрый день! Боюсь мне пока недостаточно информации для принятия решения, хотелось бы услышать детали и возможные варианты, давайте запланируем встречу (предлагаю завтра в 9) и обсудим. Нелли, прошу дать информацию по Майку. В текущих условиях важно сохранять конструктивную и открытую атмосферу в команде, и важно понять мотивацию Майка и пути улучшения модели поведения.
ID072;Добрый день, Нелли! Тема интересная, но хотелось бы услышать Ваше мнение и мнение ключевых служб (маркетинг, финансы). Предлагаю продумать варианты нашего участия (формат, инструменты) и вернуться ко мне с учетом проработки вопроса. Спасибо.
ID072;Добрый день! Встреча прошла. Необходимо в недельный срок проработать следующие вопросы: 1. Возможность строительства не 2 а трех логистических центров (Мумбай, восток и юг). Причем с учета перспектив нашего развития на юге (думаю там может быть потенциал) 2. Состав Совета директоров - оченб критично для партнеров 50-50, так как в перспективе планируется реализация проекта с госучастием, которая возможна при условии присутствия в органах управления именно в таком соотношении. При этом есть тема по развитию КоботСпейс с помощью наших партнеров с привлечением правительства - наш интерес? Потенциал? Финансовая составляющая? Насколько она перекроет наши потенциальные доп затраты в 10% по логистическим центрам 3. тема с соотношением 70-30 и 60-40 оказалась очень острой, но предварительно сторона готова рассмотреть вариант ежегодного пересмотра пропорции использования площадей. Прошу подумать и давай встретимся завтра. Встречу с партнерами планируем на следующую неделю.
ID072;-
ID072;-
ID072;-
ID072;Идея интересная, но есть опасения, что «очеловечивание» может наоборот оттолкнуть потребителей (есть такой эффект, насколько я помню). Если позволите я бы провел дополнительные исследования, что бы оценить, какие элементы «очеловечивания» потребуются (моргание, мимика, наклон головы и т.п.), поскольку это может повлечь гораздо большие расходы на дооборудование, чем предполагается. Мы оценим все факторы, если прогнозный эффект положительный, то проведем пилот на одной из локаций и по итогам примем решение по масштабированию проекта
ID072;Нелли, развитие сотрудников - важная стратегическая задача компании. Принципиального возражения нет. На мой взгляд не учтено мнение всех подразделений и прошу совместно с ними более детально расписать заслуги (вклад в работу). На основ этой информации готов принять оперативное решение. Спасибо
ID072;Добрый день, Джеффри. Показатели действительно вызывают озабоченность, особенно не радует ситуация с финансовыми показателями и их динамикой. Прошу подготовить свое предварительное видение по дальнейшему стратегическому развитию и действия по исправлению ситуации с выполнением KPI завтра до 12-00. Готов принять участие в стратсессии.
ID072;С министром пообщался, до конца недели нужно подготовить совместно с директорами письмо в адрес министерства в части задач, которые мы видим к реализации совместно с Правительством, и с предложением создать рабочую группу
ID072;Для важен клиент и конечно нужно исключить вероятность возникновения подобных ситуаций в дальнейшем. Предлагаю на данном этапе проработать вариант досудебного урегулирования. Но важно оценивать риски по остальным роботам. Возможно требуется доработка системы вентиляции и последующее сервисное обслуживание уже выпущенных роботов.  Александр, прошу оперативно проработать вопрос по стоимости доработки системы и сервисному обслуживанию, оценить репутационные и финансовые риски для компании в случае, если перспективы подобных судебных разбирательств будут не в нашу пользу. Жду варианты завтра до 12-00
ID072;-
ID072;-
ID072;-
ID072;-
ID072;-
ID072;Совместно с директорами составьте список (ключевые партнеры, власть, СМИ и т.п.). Пусть отранжируют по степени значимости. Вместо с тобой отредактируем за 15 минут и сделаем финальный. Текст приглашения слишком сухой, важно показать значимость приглашаемого, скорректируй с PR
ID072;-
ID072;Светлана, нужно запланировать проведение на этой неделе пресс-конференции с моим участием и участием Максима (с ним эту тему проговорю). Важно заранее собрать вопросы и подготовиться. Формат нужен нестандартный, возможно на одной из наших производственных площадок.
ID072;-
ID072;Какая ответственность по договору? Если есть вариант дать скидку за непоставку в срок, то предлагаю идти по этому варианту. Плюсом прошу продумать варианты минимизации зависимости от одного поставщика (альтернативные поставщики или возможно свое производство), а также модернизации программы формирования складских запасов
ID072;Мысль про фитнес отличная. Немного смущают затраты, я бы предложил посмотреть вариант завести на свободные площади партнера-оператора (крупная фитнес-сеть), которому возможно отфинансировать часть затрат с получением, например, бесплатных абонементов на посещение.
ID072;Светлана, важно качественно отработать негатив. Прошу с Александром Ребровым до конца дня дать мне предложения по отработке инцидента. Также важно понимать как мы будем действовать дальше (какова вероятность, что что-то подобное будет возникать повторно)
ID072;-
ID072;Максим, добрый день! Извиняюсь за задержку с ответом. С ходу, к сожалению, не дам качественных предложений, так как они требуют проработки с оценкой всех рисков. Поштурмуем с командой и вернусь с предложениями (думаю не меньше 10 сможем сделать) не позднее четверга.
ID072;Мне не хватает результатов, которые превзошли все ожидания - затраты, финансовый результат, сроки окупаемости, влияние на рост продаж продуктов группы. Регионы, где планиурем развивать данный сервис предлагаю определять исходя из потенциала роста продаж, а не готовности
ID072;-
ID072;Добрый день! Как планируется трудоустраивать 300 человек? Важно всех ключевых специалистов сохранить в компании (возможно в других направлениях)
ID072;-
ID072;Добрый день, Григорий! Боюсь, что вынужден отказаться от Вашего предложения, так как это будет способствовать монополизации рынка и не улучшит ситуацию с точки зрения потребителя. Уверен, что здоровая конкуренция будет всем только на пользу.
ID072;-
ID072;-
ID072;-
ID072;-
ID072;-
ID072;-
ID072;-
ID072;Нелли, с учетом нашего телефонного разговора, прошу включить эту тему в повестку нашей встречи. Понимаю возможную срочность, но вопрос важный и требует детальной проработки. Запросите от коллег информацию, которую они видели бы полезной к изучению.
ID072;Добрый день, Милена. Пресс-релиз нужно будет поправить. Наш PR-директор в ближайшее время с Вами свяжется
ID072;Из ближайших ключевых: Встреча со СМИ - знакомство, ответы на вопросы, - 2 часа Прямая линия с Командой - знакомство, ответы на вопросы - 2 часа Важно держать на контроле и оперативно дорабатывать календарный график с точки зрения мониторинга важных форумов и рабочих групп на уровне правительств в регионах нашего присутствия (не забыть про мероприятия в которых мы ранее принимали участие) По текущему календарю - проблем с пересечением не увидел: 8 ноября на Казанский техно форум нужно будет заложить время для участи в панельной дискуссии. 15 ноября на конференции также возможно принять участие (как вариант в формате видеоконференции). 18 декабря - встреча с Президентом в приоритете (раньше уеду с форума). По участию в новогоднем корпоративе нужно уточнить формат - пока заложено много времени, но требуется уточнение ближе к теме
ID073;Никита, приветствую Вас!  Еще раз большое спасибо за то, что остановили свой выбор на мне. Постараюсь оправдать Ваши ожидания.  Хороша идея - начать работу со знакомства с командой.  Благодарю за предоставленные профайлы.  Если Вы не против - после первой недели работы направлю Вам свое видение развития команды. Мне будут полезны Ваше мнение на этот счет.  
ID073;Спасибо за информацию, Элена.  Отвественным все же будет Майк. Можете сообщить об этом на совещании. Отдельно поговорю с ним о качестве коммуникаций и принятии решений.
ID073;Нелли, формат форума наш - для привлечения перспективых сотрудников и клиентов - но все зависит от стоимости.  Они направили предложение?
ID073;Герасим, добрый день.  Принято.  По итогам переговоров - дам знать о результатах
ID073;Нелли, добрый день.  Рад присоединиться к Вашей команде профессионалов)  Назначим встречу с Кнаусом, он мне кажется более перспективным.  1) Опыт по развитию сети как самостоятельного процесса. Второй кандидат более ориентирован на финансовый результат мне кажется - иногда это мешает быстрому развитию  2) Нацеленность на результат - в условиях когда компания работает над сменой стратегии и не все новые идеи и процессы отлажены - важно именно это качество и способность работать автономно  Второго кандидата посмотрим если первый на очной встрече будет вызывать сомнения.  С уважением  
ID073;Елизавета, спасибо за поздравление.  Мое видение по выходы на Автсралиский рынок таково:  Начать с Квисленда  1) На старте всегда буду ошибки - лучше набить шишки на менее конкурентном рынке и рынке с меньшим население (6,8 млн).  2) Чуть больше средний уровень дохода и большая доля работающего насления и пенсионеров - наш целевой клиент. О доходе нселения говорит и более высокая арендная плата  3) Концентрация населения в столице выше чем на 2 других местах - проще с логистикой  Вобще на старте важно избегать лишних рисков и отработать процессы - поэтому Квисленд, потом пойдем на рынок с меньшей конкуренций, а потом на самый развитый.  С уважением,   
ID073;C предложением согласен, Нелли.  Обратите внимание при стартовом подборе кандидатов на склонность конкурсантов к длительному росту внтури одной компании. Можно в разных юнитах или проектах. Не всегда это наиболее яркие кандидаты, но нам нужны именно они. Иначе сталкиваемся с текучестью - как в Entertainment
ID073;Нелли, если вопрос срочный - направим первого кандидата. Старые члены команды возможно чувствуют себя особенно уязвимыми с приходом нового СЕО - надо его поддержать.   Если он работал 10 лет с Никитой - значит он значимый член команды и его надо поддержать.  Нелли, на будущее - предлагаю такие вопросы обсуждать за один два дня.  Сами понимаете - спешки в кадровых вопросах лучше избегать
ID073;Максим, добрый день.  Судя по опыту RoboDex предложение  интересное, но есть риски:  Конкурент начинал с нуля - у него не было старых клиентов. К немe пришли те, кому нравяться очеловеченные коботы.  У нас есть старая колиентская база - бабушки и дедушки с внуками - возможно старшему поколению не понравиться слишком очеловеченные роботы. А старшее поколение тратит больше денег на внуков, чем среднее на детей.  Поэтому предлагаю провести маркетинговое исследование - оно не займет много времени - и решить насколько новая продукция будет отпугивать старых клиентов и как это скажется на финансах. Возможно лучим выходобудет создание отдельных парков под новым брендом. Ну и подумать как остроится от конкурентов придется, если маркетинг будет обнадеживающим.  С уважением,  
ID073;Приветсвую, Джефри.  Думаю, если трудности небольшие и временные справедливым будет снизить КПЭ в текущем квартале на 5% и повысить в следующем на 10%, чтобы компенсировать потрери компании.  Договорились?  Касательно пятницы - боюсь буду занят подготвкой к выступлению на важном форуме
ID073;Спасибо
ID073;-
ID073;Максим - полагаю лучше заплатить небольшую компенсациюдо суда и максимально осветить это в СМИ - проблема не в продукте, значит портребитель поймет что мы лояльная компания и на нас можно положиться.  На будущее - стоит подыскать страховую компанию для страховки от убытков по подобным причинам  С уважением  
ID073;"Спасибо за предложение  Думаю мне стоит ""прокачать"" мультизадачность, тайм менеджмент и ведение переговоров в команде  Заемся этим через 2 недели - а пока поищите варианты коучей"
ID073;Добрый день.  1)  Откатить до предыдущей версии следует, сообщив клиентам, что это сделано для их удобства.  2) Запомнить клиентов направивших жалобы и фокум группы набирать из них. Обязательно поблагодарить их за неравнодушие.  3) Создать Коботов тестировщиков - данных в ИИ у нас достаточно.
ID073;Мирослава, добрый день.  Понимаю Вашу озабоченность - текучесть действительно проблема. Думаю Ваша команда может не только описать проблему но и предложить пути решения.   Я бы начал с:  1) Внедрение системы адаптации новичков - не только в обучающих классах но и на реальных рабочих местах  2) Подумать над локациями подбора персонала - мы принимаем людей территориально там, где удобно нам. Но может стоит располагать локации там где удобнее сотрудникам жить? Попробуем подумать об этом - в мире виртуальных коммуникаций физическое положение сотрудников не столь важно.  3) 4) и 5)  попробуйте придумать сами :) 
ID073;-
ID073;Текст - ок. Только для удобства сотрудников пропишите дресс-код.  Приглашенные: Совет директоров Руководители юнитов (5 от каждого) Руководители головного офиса (оставшиеся места) Внешних гостей (кклиентов и партнеров) думаю приглашать не стоит - мероприятие сугубо внутреннее.  П С - а можем сделать виртуальный банкетный зал и пригласить максимум сотрудников?   
ID073;Элена, дорый день.  Давайте пока придерживаться устоявшегося бизнес-ритма.   Прошу Вас готовить сводки как и ранее.
ID073;Светлана, с Вашим оптытом и знанием нашей команды Вы наверняка найдете  нужные слова для ответа.   Давайте работать так:  Я концептуально определяю направоение коммуникаций с прессой, а Вы и Ваша команда помогаете мне с точными формулировками. Ок?  В данном случае - ответ должен быть максиммально личным, поэтому он будет от моего имени  Также нужно дать понять что будет сохранться преемственность - Никита остается в исследовательском направлении Коботс, а это ключевое направление 
ID073;-
ID073;Давайте предложим разменять отсрочку в поставке на острочку в платеже со стороны клиента.  Также можно предложить небольшую скидку, но желательно, чтобы она хотя бы частично была компенсирована штрафом, который мы получим от поставщика, который подвел нас.  Клиенториантированность в таких ситуациях важнее  результата.  Паралельно надо поискать поставщика - дублера - на будущее.
ID073;Скорректируем позицию - не смотря на то, что мы скорее всего не виноваты - окажем помощь в лечении и подготовим возможность отзыва работов, если экспертиза будет не в нашу пользу
ID073;-
ID073;-
ID073;Максим, думаю так:  1) Обязать использовать ИИ при разработке социальных пособий - чтобы они поступали действительно тем, кто в них нуждается. Если человек тратить средства на развлечения и слишком много сидить в виртуале - возможно ему не стоить платить. Можем заработать предоставляя Дата центры, предоставляя их для расчетов и прлучим доступ к новой клиентской базе  2) ИИ можно использовать для индивидуального подбора учебных програм от младших классов до ВУЗов - можно это делать для государства бесплатно, но в обен на контракты по поставке КОБОТОВ государству  3) ИИ как контрлео непротиворечивости принимаемых законодательных актов - их так много, что часто они противоречат друг другу. Сделать контроль обязательным. Особенно на законодательном уровне. Делаем бесплатно - получаем лояльность губернатров на местах  4) ИИ при анализе контента СМИ, особенно государственных. Нужно очень внимательно следить, чтобы сообщения не раздражали и не обижали различные группы 10 млрдяного населения земли. Для нас это источник маркетинговой инфоомации.  5) Экология. ИИ при комплексном анализе всей цепочки крупных производственых решений на той или иной территори. Иногда экологичные решения на одной территории выщывают проблемы на другой - например солнечные батареи хороши на месте эксплуатациии, но это вызывает загрязнение на месте их производств. Можем продвигать в этих регионах наши промышленные Кооботы на безлюдных опасных производствах  
ID073;-
ID073;-
ID073;-
ID073;-
ID073;-
ID073;-
ID073;-
ID073;-
ID073;"Елизавета, добрый день.  Проблемы   1) Коммуникации внтури компании - слишком много замкнуто на CEO. Никто не предлагает решений, все жду ответа  2) Не до всех доведена стратегия и цели компании. Есть беспокойство за свою роль в будущем у ряда членов команды. Традиционный конфликт - финансисты против исследователей (технологов). Возможно стоит поменять сиcтему приоритетам в управлении разными продуктами и рынками. На зрелых рынках важна эффективность - на новых можно позволить немного рискнуть.  3) Корп культура - мне кажется тут проблемы. Не хватает желания помогать команды (отказ в предоставлении материалов для выступления Владимир Панова). Возможно следствие того, компания росла как коллектив ярких индивидуалистов исследователей. С другой стороны Светлана Громова явно за компанию болеет. Таких лидеров и публично поощрчть их поведение.  Этапы:  1) Установочная встреча для уточнения ожиданий руководителей (мои ожидания - проверка гипотез, излженных выше).  2) Анонимный массовый опрос сотрудиков с анализом отличий в регионах и направлениях работы  3) Серия углубленных очных интервью с руководителями среднего звена  4) Серия прямых и обратных мозговых штурмов по вырабтке мер по крректировке  корп культуры. Фасилитация для того, чтобы убедиться что все меры принимаются всеми.   5) Реализация мер, принятых на мозговых штурмах.  6) Через год - замеры изменений  Ожидаемый итог - формирование корп культуры типа: ""команда лидеров, готовыз отвечать за свои поступки и помогать коллегам""  Быстро это не сделать но через 2-3 годовых интерации - результат увидим.   "
ID073;-
ID073;-
ID073;-
ID073;-
ID073;-
ID073;Евгения, добрый день.  Добавьте пожалуста:  1) Тему для Совета Директоров (Стратегия компании)  2) Уточните - если молодежный форум в декабре - это Сочи - то ок. Если Сочи в другое время - включите пожалуйста в календарь.  3) Через неделю выступоение по Прецензионным системам измерения в промышленных коботах на осное машинного зрения - уточните у Светланы Громовой время и внестите в календаоь выступление и репетицию. 
ID074;Добрый  день, Никита! Рада присоединиться к команде Cobots! И Вам отличного дня!
ID074;Элена,  добрый день! Предлагаю провести сегодня в 10.30 совещание по вопросу онлайн-расчетов со след повесткой: 1. проблематика 2. Ваши предложения 3. требуемые ресурсы 4. планируемые результаты. Прошу выставить встречу в календарь с приглашением Майка Келлера и др заинтересованных сотрудников.
ID074;-
ID074;-
ID074;Нелли, готова послезавтра провести собеседование с двумя кандидатами в 16.00. Прошу прислайть мне профайлы на них сегодня до 17.00.
ID074;"Добрый день,Елизавета! Новый Южный Уэльс: Плюсы: 1.Самая большая численость наседения. 2.Всплеск рождаемости и возможен рост спроса на коботов-нянь, рост числа населения 3.Восокая доля женщин 11:9, которые являются нашими основными потребителями бытовых роботов 4.развитый  Минусы: 1.Самая высокая стоимость аренды помещений 2.Низкая доля трудоспособного начеляения из всех штатов 3.Доход на душу населения ниже среднего по Австралии 4.Высококонкурентноспособный 5.Большая доля насленеия живет на побережье. С учетом глобального потепления и подъема воды в мировом океане, возможна миграция наседления вглубь страны в др штатаы Виктория: Плюсы: 1.Самая низкая аренда  2.Развивающийся рынок  3.Штат внутри страны, миграция населения не прогнозируется.  Минусы: 1.Доля женщик меньше, чем в Новом Южном Уельсе 2.Рождаемость сопоставима со сметностью, стабильность наседения 3.Конкуренция есть 4.   Квинсленд Плюсы: 1.Самый высокий среднедушевой доход 2.Развивающийся рынок 3.Низкая конкуренция Минусы: 1.Самое маленькое насленеие 2.Самая высокая доля людей пенсионного возраста 3.Рост смертности, тенденция к сокращению наседения. 4.Женщины 50% насленеия (самая низкая доля) 5.25% населения штата живет на Побережье, возможно миграция вглубь страны  Мое мнение, что надо открывать центры сразу в трех штатах с разным объемом инвестиций (исходя из параметров окупаемости каждого из них в ближайшие 3 года, но с возможностью перспективного развития): 1.Захват рынка Австарлии, на котором конкуренция начинает активно развиваться; В 2 штатах конкуренция зарождаетсяи  надо не дать конкурентм возможности занять лидирующие позиции. В Новом Южном Уе\эльсе надо захватить долю рынка у существующих конкурентов, т к этот штат может стать маркетмейкером спроса на коботов в Австралии. 2.В связи с глобальным изменением климата  население может мигрировать из штата в штат; 3.В штатах разное соотноешение детей\взрослы\пенсионеров, что делает востребованным всю линейку нашей продукции существующую  потребность населения, но должны строиться уже с перспективой на изменения.  4. Темпы роста  мирового рынка бытовых коботов показывает, что Австралия пока не затронута этим трендом, но в будущем обеспечит нам  опережащие темпы роста данного рынка. "
ID074;Нелли, идея отличная! Готова поддержать. Предлагаю в пятницу на этой неделе сделать встречу, прошу Вас: 1. подготовить подробную информацию 2. предложения кого надо вовлечь Согласуйте с моим помощником время, пожалуйста.
